,AA,DL,year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
21878,1,0,2008,6,437.0,173.0,31.95,6.0,64.64,0.0,70.41,7.0,0.0,11927.0,1921.0,564.0,3696.0,0.0,5746.0
21894,1,0,2013,3,437.0,56.0,18.49,0.43,10.36,0.0,26.73,5.0,0.0,2876.0,857.0,20.0,817.0,0.0,1182.0
21895,1,0,2013,6,437.0,163.0,53.37,16.47,37.51,0.0,55.64,3.0,3.0,9556.0,2737.0,1177.0,1693.0,0.0,3949.0
21898,1,0,2014,4,437.0,85.0,26.39,2.65,23.35,0.0,32.61,2.0,2.0,4132.0,1286.0,149.0,799.0,0.0,1898.0
21900,1,0,2014,10,437.0,108.0,42.16,5.4,20.32,0.0,40.12,6.0,1.0,5973.0,1991.0,613.0,703.0,0.0,2666.0
21909,1,0,2012,4,4369.0,533.0,142.94,17.86,180.39,0.67,191.15,38.0,8.0,29802.0,9456.0,1745.0,5802.0,10.0,12789.0
21910,1,0,2015,10,4369.0,552.0,205.23,10.95,185.89,2.46,147.48,14.0,7.0,36536.0,17717.0,1574.0,5866.0,93.0,11286.0
21920,1,0,2016,2,4363.0,798.0,214.18,18.65,341.13,3.29,220.76,27.0,6.0,53968.0,19906.0,1351.0,12316.0,117.0,20278.0
21927,1,0,2014,1,4360.0,848.0,211.46,88.1,279.48,1.0,267.96,104.0,4.0,48027.0,13942.0,7183.0,9578.0,18.0,17306.0
21928,1,0,2014,7,4360.0,1035.0,220.94,42.26,356.81,1.37,413.62,53.0,2.0,60581.0,15520.0,4184.0,15841.0,37.0,24999.0
21942,1,0,2008,9,436.0,103.0,26.25,1.61,58.28,0.0,16.87,7.0,1.0,5959.0,1649.0,48.0,3169.0,0.0,1093.0
21943,1,0,2008,12,436.0,158.0,43.90,7.37,78.72,0.0,28.01,18.0,2.0,10753.0,2360.0,434.0,5634.0,0.0,2325.0
21945,1,0,2009,5,436.0,126.0,34.70,5.03,62.66,0.0,23.61,8.0,1.0,8469.0,1876.0,290.0,4315.0,0.0,1988.0
21946,1,0,2009,6,436.0,138.0,34.14,10.07,67.84,0.0,25.95,8.0,1.0,9015.0,2042.0,894.0,4173.0,0.0,1906.0
21948,1,0,2010,4,436.0,59.0,24.54,5.7,22.07,0.0,6.70,10.0,3.0,3813.0,1901.0,394.0,1061.0,0.0,457.0
21949,1,0,2010,11,436.0,67.0,22.84,1.58,29.63,0.33,12.62,2.0,0.0,2894.0,936.0,53.0,1045.0,12.0,848.0
21951,1,0,2011,12,436.0,94.0,35.99,4.32,35.58,0.0,18.11,5.0,0.0,3789.0,1847.0,155.0,961.0,0.0,826.0
21954,1,0,2012,4,436.0,83.0,23.51,5.63,26.31,0.0,27.55,19.0,1.0,4912.0,1096.0,735.0,816.0,0.0,2265.0
21968,1,0,2015,1,436.0,85.0,37.33,6.17,12.87,0.0,28.63,4.0,0.0,3937.0,1733.0,239.0,362.0,0.0,1603.0
21977,1,0,2013,12,4358.0,856.0,236.39,73.85,257.47,2.3,285.98,56.0,4.0,48969.0,17836.0,4075.0,8587.0,167.0,18304.0
21993,1,0,2004,10,435.0,60.0,23.86,4.39,19.20,0.0,12.55,6.0,0.0,3828.0,1530.0,461.0,803.0,0.0,1034.0
22007,1,0,2008,2,435.0,168.0,44.24,8.38,65.22,0.0,50.16,31.0,0.0,11126.0,2404.0,767.0,4567.0,0.0,3388.0
22008,1,0,2008,5,435.0,111.0,49.95,2.76,25.04,0.0,33.25,11.0,0.0,5587.0,2581.0,194.0,870.0,0.0,1942.0
22009,1,0,2008,9,435.0,59.0,18.17,0.14,17.57,0.0,23.12,10.0,0.0,2821.0,956.0,11.0,523.0,0.0,1331.0
22012,1,0,2008,11,435.0,53.0,34.01,0.94,10.70,0.0,7.34,1.0,3.0,3138.0,2040.0,153.0,347.0,0.0,598.0
22015,1,0,2009,9,435.0,74.0,29.96,4.34,27.50,0.0,12.20,4.0,0.0,5289.0,1773.0,567.0,1960.0,0.0,989.0
22036,1,0,2015,4,4343.0,706.0,209.69,17.14,274.20,0.72,204.25,10.0,6.0,38997.0,12272.0,1503.0,8766.0,13.0,16443.0
22046,1,0,2004,10,434.0,80.0,16.91,5.82,29.51,0.0,27.77,7.0,1.0,3700.0,644.0,475.0,1000.0,0.0,1581.0
22055,1,0,2006,8,434.0,94.0,23.64,12.78,23.29,0.94,33.35,9.0,0.0,5034.0,1210.0,919.0,777.0,49.0,2079.0
22066,1,0,2008,4,434.0,101.0,43.41,1.25,29.33,0.0,27.01,20.0,0.0,5178.0,2374.0,200.0,1155.0,0.0,1449.0
22071,1,0,2009,4,434.0,168.0,15.57,1.91,124.32,0.0,26.20,22.0,3.0,12605.0,967.0,92.0,9455.0,0.0,2091.0
22072,1,0,2009,4,434.0,108.0,41.29,9.59,32.94,0.0,24.18,3.0,1.0,7329.0,2934.0,675.0,1390.0,0.0,2330.0
22075,1,0,2009,11,434.0,44.0,23.05,1.29,9.45,0.0,10.20,0.0,1.0,1827.0,1041.0,57.0,274.0,0.0,455.0
22076,1,0,2010,1,434.0,94.0,38.81,7.16,29.15,1.0,17.89,0.0,2.0,4066.0,1686.0,241.0,880.0,211.0,1048.0
22078,1,0,2010,3,434.0,69.0,23.74,11.73,13.31,0.0,20.22,3.0,4.0,3330.0,1069.0,577.0,477.0,0.0,1207.0
22079,1,0,2010,4,434.0,70.0,31.97,4.27,9.90,0.0,23.86,0.0,1.0,3325.0,1295.0,195.0,390.0,0.0,1445.0
22081,1,0,2010,8,434.0,66.0,25.52,4.24,17.80,0.0,18.45,5.0,0.0,3623.0,1490.0,326.0,593.0,0.0,1214.0
22083,1,0,2010,10,434.0,71.0,30.98,2.44,27.92,0.0,9.66,3.0,5.0,2950.0,1405.0,173.0,805.0,0.0,567.0
22084,1,0,2011,1,434.0,83.0,38.33,3.13,22.36,0.0,19.18,3.0,0.0,4021.0,2399.0,169.0,678.0,0.0,775.0
22086,1,0,2011,3,434.0,90.0,49.86,0.08,18.93,0.0,21.13,3.0,3.0,5002.0,3103.0,13.0,682.0,0.0,1204.0
22087,1,0,2011,3,434.0,104.0,40.48,3.47,43.23,0.0,16.82,0.0,3.0,4546.0,2171.0,207.0,1250.0,0.0,918.0
22088,1,0,2011,10,434.0,94.0,40.70,3.81,34.31,0.0,15.18,0.0,1.0,3984.0,2087.0,207.0,1012.0,0.0,678.0
22121,1,0,2015,1,4330.0,1002.0,261.12,36.55,392.40,2.83,309.09,87.0,17.0,56189.0,16768.0,2786.0,13782.0,202.0,22651.0
22122,1,0,2017,12,4330.0,830.0,248.40,35.15,345.71,2.55,198.19,13.0,1.0,53582.0,19399.0,5028.0,13414.0,49.0,15692.0
22130,1,0,2005,5,433.0,70.0,19.30,4.55,17.16,0.0,29.00,1.0,0.0,4525.0,1114.0,236.0,821.0,0.0,2354.0
22134,1,0,2006,5,433.0,68.0,29.61,5.25,15.27,0.0,17.87,5.0,1.0,3927.0,1955.0,295.0,466.0,0.0,1211.0
22137,1,0,2007,4,433.0,125.0,40.54,4.21,31.32,0.0,48.94,20.0,0.0,6429.0,1680.0,307.0,1102.0,0.0,3340.0
22146,1,0,2009,12,433.0,122.0,37.16,20.27,45.11,0.0,19.46,6.0,1.0,7065.0,2143.0,1620.0,1669.0,0.0,1633.0
22149,1,0,2010,8,433.0,67.0,34.93,4.05,15.04,0.0,12.98,0.0,1.0,3497.0,1988.0,319.0,547.0,0.0,643.0
22150,1,0,2011,1,433.0,82.0,44.58,10.16,11.39,0.0,15.87,4.0,0.0,4311.0,2572.0,398.0,424.0,0.0,917.0
22151,1,0,2011,4,433.0,194.0,50.35,16.28,87.00,0.0,40.37,6.0,1.0,9710.0,2635.0,1433.0,2975.0,0.0,2667.0
22175,1,0,2010,11,4320.0,620.0,135.90,12.11,310.59,0.46,160.93,23.0,5.0,31981.0,7357.0,670.0,14394.0,17.0,9543.0
22176,1,0,2012,8,4320.0,884.0,223.59,35.2,292.33,0.0,332.89,67.0,13.0,60767.0,15220.0,2822.0,16311.0,0.0,26414.0
22201,1,0,2010,5,432.0,109.0,34.79,7.5,37.56,0.0,29.15,7.0,1.0,7035.0,2663.0,355.0,1729.0,0.0,2288.0
22205,1,0,2013,11,432.0,129.0,37.16,4.06,50.80,0.0,36.98,6.0,7.0,5518.0,1646.0,302.0,1687.0,0.0,1883.0
22215,1,0,2017,3,432.0,81.0,27.74,1.55,27.52,0.0,24.19,1.0,2.0,3893.0,1425.0,112.0,858.0,0.0,1498.0
22232,1,0,2015,3,4312.0,869.0,216.30,13.73,299.75,1.04,338.18,110.0,4.0,54991.0,15463.0,1267.0,13146.0,25.0,25090.0
22242,1,0,2006,7,431.0,105.0,30.37,5.45,30.75,1.93,36.51,4.0,0.0,6499.0,1930.0,369.0,1263.0,51.0,2886.0
22244,1,0,2007,6,431.0,146.0,34.38,18.13,40.27,0.0,53.21,20.0,1.0,9897.0,2035.0,1274.0,2127.0,0.0,4461.0
22252,1,0,2010,7,431.0,115.0,48.09,9.78,23.66,0.0,33.47,1.0,1.0,5888.0,2781.0,429.0,908.0,0.0,1770.0
22255,1,0,2011,9,431.0,73.0,28.45,2.25,20.40,0.0,21.91,4.0,1.0,4076.0,1456.0,315.0,935.0,0.0,1370.0
22257,1,0,2011,10,431.0,120.0,50.85,3.84,51.99,0.0,13.32,1.0,7.0,5175.0,2602.0,399.0,1527.0,0.0,647.0
22269,1,0,2012,7,4307.0,862.0,202.56,38.59,319.90,0.55,300.39,49.0,27.0,55128.0,13235.0,2584.0,17443.0,21.0,21845.0
22279,1,0,2017,4,4301.0,774.0,245.33,15.9,269.03,1.0,242.74,28.0,4.0,53596.0,19328.0,1891.0,10682.0,24.0,21671.0
22283,1,0,2004,4,430.0,103.0,28.19,2.83,33.33,0.0,38.65,12.0,1.0,5162.0,1470.0,99.0,1651.0,0.0,1942.0
22284,1,0,2004,6,430.0,106.0,27.61,15.13,29.10,0.0,34.16,12.0,0.0,6364.0,1466.0,1032.0,1569.0,0.0,2297.0
22286,1,0,2004,8,430.0,122.0,27.41,12.44,41.92,0.0,40.22,9.0,2.0,7992.0,1821.0,971.0,1573.0,0.0,3627.0
22292,1,0,2005,6,430.0,120.0,21.68,6.42,45.34,0.0,46.56,2.0,0.0,6689.0,1083.0,333.0,1964.0,0.0,3309.0
22300,1,0,2006,10,430.0,97.0,18.03,2.79,52.46,0.0,23.72,6.0,5.0,6278.0,867.0,316.0,3470.0,0.0,1625.0
22314,1,0,2009,4,430.0,125.0,25.53,7.93,65.72,0.0,25.82,6.0,0.0,9033.0,1613.0,413.0,4784.0,0.0,2223.0
22316,1,0,2009,9,430.0,47.0,17.10,1.16,23.73,0.0,5.01,6.0,0.0,3228.0,960.0,74.0,1834.0,0.0,360.0
22322,1,0,2012,1,430.0,86.0,35.03,8.06,28.31,0.0,14.60,6.0,0.0,3581.0,1629.0,409.0,969.0,0.0,574.0
22324,1,0,2012,8,430.0,107.0,39.83,5.75,20.04,1.0,40.39,4.0,1.0,6918.0,2241.0,516.0,1085.0,49.0,3027.0
22327,1,0,2013,1,430.0,87.0,34.89,6.17,13.72,0.0,32.22,2.0,1.0,4137.0,1566.0,330.0,381.0,0.0,1860.0
22332,1,0,2014,11,430.0,102.0,41.83,7.7,19.00,0.0,33.47,1.0,4.0,5814.0,2320.0,348.0,581.0,0.0,2565.0
22407,1,0,2005,2,429.0,53.0,18.71,3.66,15.16,0.0,15.46,1.0,2.0,2316.0,839.0,221.0,490.0,0.0,766.0
22411,1,0,2005,9,429.0,88.0,26.58,6.44,28.41,0.0,26.57,3.0,1.0,4337.0,1321.0,380.0,1062.0,0.0,1574.0
22414,1,0,2007,1,429.0,120.0,31.13,17.29,35.40,0.0,36.18,17.0,0.0,6512.0,1321.0,1239.0,1524.0,0.0,2428.0
22415,1,0,2007,3,429.0,92.0,29.46,7.41,33.35,0.0,21.78,11.0,0.0,6457.0,1713.0,737.0,2171.0,0.0,1836.0
22419,1,0,2008,1,429.0,130.0,50.81,10.55,37.29,0.0,31.35,9.0,0.0,6439.0,2470.0,574.0,1193.0,0.0,2202.0
22420,1,0,2008,3,429.0,151.0,44.97,4.37,66.86,0.0,34.80,23.0,1.0,8742.0,2684.0,647.0,2770.0,0.0,2641.0
22426,1,0,2009,10,429.0,140.0,48.72,4.1,50.73,0.1,36.36,0.0,0.0,6366.0,2337.0,216.0,1820.0,2.0,1991.0
22427,1,0,2009,11,429.0,35.0,22.18,0.38,8.50,0.0,3.95,1.0,0.0,1462.0,1104.0,11.0,181.0,0.0,166.0
22430,1,0,2010,10,429.0,68.0,25.96,4.62,25.91,0.0,11.51,3.0,5.0,3749.0,1555.0,680.0,803.0,0.0,711.0
22433,1,0,2010,12,429.0,78.0,42.29,4.34,14.65,0.0,16.71,1.0,0.0,3588.0,1834.0,261.0,472.0,0.0,1021.0
22434,1,0,2010,12,429.0,74.0,24.88,7.25,32.19,0.0,9.68,7.0,11.0,3252.0,1282.0,371.0,1060.0,0.0,539.0
22438,1,0,2011,6,429.0,118.0,45.61,3.27,37.84,0.0,31.28,6.0,3.0,5892.0,2226.0,273.0,1383.0,0.0,2010.0
22440,1,0,2012,1,429.0,139.0,30.52,7.28,91.52,0.0,9.69,3.0,0.0,5542.0,1294.0,359.0,3285.0,0.0,604.0
22441,1,0,2012,3,429.0,70.0,21.50,5.97,17.93,0.0,24.61,4.0,0.0,3497.0,1154.0,474.0,497.0,0.0,1372.0
22442,1,0,2012,3,429.0,84.0,28.78,3.99,17.66,0.0,33.57,3.0,1.0,5778.0,1974.0,375.0,577.0,0.0,2852.0
22444,1,0,2012,12,429.0,79.0,34.28,3.48,7.17,0.0,34.06,16.0,1.0,4598.0,1600.0,270.0,376.0,0.0,2352.0
22446,1,0,2013,3,429.0,93.0,31.30,4.21,28.52,0.0,28.97,4.0,0.0,5354.0,1524.0,172.0,2034.0,0.0,1624.0
22452,1,0,2016,2,429.0,61.0,23.72,0.86,21.11,0.92,14.39,3.0,0.0,3388.0,1432.0,114.0,984.0,33.0,825.0
22455,1,0,2016,6,429.0,131.0,37.21,4.58,26.86,0.0,62.34,2.0,4.0,7087.0,1874.0,403.0,897.0,0.0,3913.0
22464,1,0,2015,11,4283.0,619.0,211.71,13.71,221.68,6.84,165.06,9.0,11.0,35711.0,13875.0,1505.0,7849.0,343.0,12139.0
22471,1,0,2004,5,428.0,121.0,23.99,7.46,47.40,0.0,42.16,21.0,2.0,6748.0,1357.0,808.0,2073.0,0.0,2510.0
22475,1,0,2005,7,428.0,136.0,38.80,11.74,26.68,0.0,58.79,7.0,2.0,9679.0,2258.0,841.0,1593.0,0.0,4987.0
22476,1,0,2005,8,428.0,96.0,33.32,8.85,18.47,0.0,35.36,7.0,0.0,5393.0,1965.0,600.0,717.0,0.0,2111.0
22483,1,0,2007,2,428.0,172.0,50.79,26.42,59.14,0.92,34.73,24.0,0.0,9694.0,3333.0,1725.0,2375.0,47.0,2214.0
22491,1,0,2010,4,428.0,81.0,33.91,0.97,29.78,0.96,15.38,2.0,3.0,4012.0,1849.0,77.0,1180.0,27.0,879.0
22493,1,0,2010,6,428.0,107.0,50.56,6.87,21.82,0.0,27.74,6.0,2.0,5464.0,2006.0,518.0,972.0,0.0,1968.0
22497,1,0,2010,11,428.0,56.0,22.85,3.92,15.14,0.0,14.09,1.0,2.0,2406.0,1110.0,154.0,439.0,0.0,703.0
22501,1,0,2012,5,428.0,89.0,32.03,9.16,24.00,0.0,23.82,1.0,1.0,6240.0,2157.0,959.0,1072.0,0.0,2052.0
22510,1,0,2016,11,4278.0,535.0,201.82,3.79,180.18,2.29,146.92,3.0,2.0,26904.0,10920.0,175.0,5519.0,209.0,10081.0
22527,1,0,2005,1,427.0,160.0,41.32,23.89,52.21,0.0,42.58,8.0,1.0,8849.0,2134.0,1501.0,2179.0,0.0,3035.0
22544,1,0,2013,5,427.0,105.0,38.63,8.51,24.31,0.0,33.55,5.0,2.0,6353.0,1658.0,790.0,1325.0,0.0,2580.0
22545,1,0,2013,7,427.0,117.0,33.80,7.56,39.28,0.0,36.36,8.0,0.0,6821.0,1784.0,445.0,1958.0,0.0,2634.0
22547,1,0,2013,11,427.0,113.0,47.31,1.57,29.60,0.94,33.58,6.0,0.0,4722.0,1952.0,45.0,1006.0,15.0,1704.0
22549,1,0,2014,7,427.0,119.0,44.35,10.86,25.85,0.68,37.26,3.0,4.0,6977.0,2403.0,962.0,1209.0,15.0,2388.0
22551,1,0,2014,11,427.0,82.0,28.79,4.87,15.90,0.0,32.45,3.0,1.0,4290.0,1157.0,263.0,562.0,0.0,2308.0
22563,1,0,2015,6,4265.0,957.0,305.00,30.41,286.43,3.99,331.17,32.0,16.0,68309.0,28359.0,3012.0,11100.0,124.0,25714.0
22580,1,0,2005,10,426.0,60.0,14.76,4.4,18.76,0.0,22.09,5.0,0.0,3013.0,672.0,345.0,828.0,0.0,1168.0
22596,1,0,2010,3,426.0,151.0,40.96,8.26,80.19,0.0,21.58,8.0,0.0,9555.0,2717.0,495.0,4814.0,0.0,1529.0
22597,1,0,2010,8,426.0,103.0,43.67,6.11,38.72,0.51,13.99,9.0,1.0,6429.0,2448.0,345.0,2592.0,20.0,1024.0
22605,1,0,2011,5,426.0,119.0,45.70,11.13,27.10,0.0,35.07,31.0,2.0,8172.0,2169.0,1008.0,1641.0,0.0,3354.0
22606,1,0,2011,11,426.0,115.0,30.12,3.35,63.15,0.0,18.38,1.0,0.0,4057.0,1386.0,137.0,1569.0,0.0,965.0
22608,1,0,2012,12,426.0,108.0,45.31,3.21,22.70,0.0,36.78,7.0,0.0,5016.0,1981.0,233.0,770.0,0.0,2032.0
22609,1,0,2013,8,426.0,80.0,34.36,2.99,22.71,0.0,19.94,6.0,2.0,3555.0,1383.0,219.0,881.0,0.0,1072.0
22622,1,0,2014,12,4258.0,761.0,193.90,7.82,200.22,0.41,358.65,25.0,4.0,40467.0,10591.0,406.0,5868.0,18.0,23584.0
22623,1,0,2014,12,4258.0,959.0,294.53,6.14,364.32,0.67,293.33,8.0,9.0,51591.0,18844.0,195.0,11777.0,17.0,20758.0
22643,1,0,2006,9,425.0,67.0,19.99,4.31,15.80,0.0,26.89,11.0,2.0,4580.0,1148.0,432.0,838.0,0.0,2162.0
22654,1,0,2010,7,425.0,94.0,40.76,9.03,16.61,0.0,27.60,5.0,2.0,4802.0,2165.0,452.0,551.0,0.0,1634.0
22661,1,0,2013,7,425.0,129.0,54.94,6.83,25.74,0.0,41.49,4.0,3.0,6470.0,2506.0,499.0,823.0,0.0,2642.0
22663,1,0,2015,3,425.0,111.0,50.01,0.0,24.71,0.0,36.28,12.0,1.0,5955.0,2799.0,0.0,689.0,0.0,2467.0
22664,1,0,2015,5,425.0,105.0,30.82,5.91,36.08,0.0,32.19,16.0,4.0,7732.0,2744.0,661.0,2071.0,0.0,2256.0
22666,1,0,2017,2,4249.0,465.0,141.95,4.31,202.69,0.92,115.13,27.0,3.0,25749.0,10562.0,689.0,6081.0,65.0,8352.0
22681,1,0,2004,9,424.0,34.0,13.75,3.78,9.34,0.0,7.13,16.0,0.0,1607.0,546.0,306.0,391.0,0.0,364.0
22696,1,0,2009,11,424.0,66.0,11.39,0.0,50.21,0.0,4.40,8.0,1.0,4891.0,892.0,0.0,3799.0,0.0,200.0
22698,1,0,2010,8,424.0,89.0,30.05,4.05,38.93,0.0,15.96,2.0,3.0,5178.0,1692.0,235.0,2090.0,0.0,1161.0
22699,1,0,2010,10,424.0,57.0,27.07,0.67,23.30,0.0,5.96,3.0,0.0,3378.0,1372.0,68.0,1756.0,0.0,182.0
22704,1,0,2013,5,424.0,111.0,35.37,4.69,35.72,0.0,35.22,8.0,1.0,6283.0,1825.0,514.0,1836.0,0.0,2108.0
22706,1,0,2013,8,424.0,94.0,45.94,2.12,24.05,0.0,21.89,6.0,4.0,4217.0,1831.0,156.0,790.0,0.0,1440.0
22707,1,0,2014,7,424.0,118.0,34.03,8.63,37.99,0.0,37.35,4.0,2.0,6584.0,1834.0,657.0,1661.0,0.0,2432.0
22711,1,0,2015,5,424.0,79.0,24.80,10.95,12.50,0.0,30.74,4.0,0.0,4250.0,1112.0,859.0,498.0,0.0,1781.0
22721,1,0,2017,11,4237.0,400.0,131.37,5.07,127.63,3.81,132.12,10.0,5.0,20461.0,8194.0,315.0,3967.0,538.0,7447.0
22731,1,0,2004,9,423.0,40.0,13.40,2.1,17.64,0.0,6.86,4.0,0.0,1899.0,768.0,219.0,675.0,0.0,237.0
22747,1,0,2010,1,423.0,97.0,40.31,7.47,29.94,0.0,19.28,8.0,0.0,5235.0,2301.0,343.0,1737.0,0.0,854.0
22749,1,0,2010,7,423.0,119.0,28.87,6.82,60.71,0.0,22.59,12.0,2.0,7623.0,1913.0,466.0,3332.0,0.0,1912.0
22762,1,0,2017,6,423.0,154.0,46.08,6.44,43.11,0.0,58.37,5.0,5.0,9930.0,3283.0,748.0,1773.0,0.0,4126.0
22773,1,0,2016,10,4224.0,528.0,197.15,7.35,172.38,0.18,150.94,193.0,2.0,29877.0,12938.0,759.0,5573.0,11.0,10596.0
22799,1,0,2008,11,422.0,66.0,26.65,1.25,23.91,0.0,14.20,7.0,0.0,3195.0,1302.0,73.0,720.0,0.0,1100.0
22805,1,0,2011,12,422.0,94.0,40.74,2.23,23.89,0.0,27.15,4.0,2.0,4836.0,2049.0,151.0,1034.0,0.0,1602.0
22806,1,0,2012,5,422.0,72.0,27.64,10.72,18.59,0.0,15.06,2.0,0.0,3877.0,1421.0,759.0,641.0,0.0,1056.0
22807,1,0,2012,11,422.0,72.0,32.16,0.15,21.95,0.0,17.73,0.0,0.0,2973.0,1508.0,11.0,611.0,0.0,843.0
22809,1,0,2013,10,422.0,113.0,43.95,2.86,32.78,0.0,33.42,0.0,3.0,4964.0,2145.0,111.0,959.0,0.0,1749.0
22810,1,0,2013,10,422.0,97.0,43.08,3.68,29.23,0.0,21.01,0.0,0.0,4063.0,1778.0,225.0,824.0,0.0,1236.0
22812,1,0,2014,7,422.0,150.0,47.98,6.28,53.58,0.0,42.17,3.0,3.0,7232.0,2276.0,501.0,1961.0,0.0,2494.0
22816,1,0,2016,6,422.0,109.0,34.53,7.03,15.37,1.36,50.70,2.0,0.0,6407.0,1886.0,680.0,548.0,66.0,3227.0
22833,1,0,2013,11,4210.0,669.0,160.62,6.14,231.22,0.72,270.31,52.0,9.0,39539.0,13702.0,225.0,9099.0,56.0,16457.0
22839,1,0,2005,3,421.0,114.0,37.39,10.9,33.82,0.0,31.89,0.0,0.0,4792.0,1440.0,494.0,959.0,0.0,1899.0
22843,1,0,2005,12,421.0,98.0,31.95,7.0,15.39,0.03,43.63,6.0,0.0,5132.0,1567.0,335.0,621.0,2.0,2607.0
22851,1,0,2008,11,421.0,130.0,21.52,0.0,96.87,0.0,11.61,2.0,1.0,10321.0,1202.0,0.0,8080.0,0.0,1039.0
22856,1,0,2009,11,421.0,71.0,12.40,0.95,44.93,0.0,12.72,4.0,1.0,4532.0,560.0,21.0,3263.0,0.0,688.0
22859,1,0,2011,7,421.0,131.0,45.95,4.38,59.36,0.0,21.31,17.0,5.0,8414.0,2638.0,473.0,3496.0,0.0,1807.0
22860,1,0,2011,11,421.0,58.0,27.47,0.89,18.27,0.0,11.37,4.0,0.0,2060.0,1095.0,16.0,500.0,0.0,449.0
22861,1,0,2012,2,421.0,53.0,25.60,0.91,14.81,0.0,11.69,6.0,0.0,1992.0,998.0,20.0,364.0,0.0,610.0
22862,1,0,2012,7,421.0,98.0,34.61,11.59,22.91,0.0,28.89,3.0,0.0,5474.0,1668.0,1033.0,1143.0,0.0,1630.0
22868,1,0,2013,3,421.0,81.0,25.71,7.0,17.66,0.0,30.63,3.0,4.0,4127.0,1248.0,288.0,591.0,0.0,2000.0
22876,1,0,2014,10,421.0,86.0,37.40,1.84,23.42,0.0,23.33,5.0,2.0,5271.0,1849.0,287.0,1634.0,0.0,1501.0
22884,1,0,2015,9,4209.0,863.0,218.91,18.92,421.84,3.44,199.90,23.0,27.0,48966.0,17832.0,1384.0,14775.0,155.0,14820.0
22893,1,0,2012,6,4203.0,630.0,178.04,31.85,210.61,1.52,207.98,51.0,28.0,44991.0,16173.0,2526.0,10244.0,35.0,16013.0
22907,1,0,2006,6,420.0,109.0,30.22,7.0,43.30,0.0,28.48,2.0,1.0,6433.0,1414.0,498.0,2230.0,0.0,2291.0
22910,1,0,2006,11,420.0,74.0,19.19,1.89,12.50,0.0,40.42,15.0,0.0,4167.0,992.0,244.0,459.0,0.0,2472.0
22920,1,0,2008,11,420.0,111.0,37.88,0.89,61.98,0.0,10.25,12.0,2.0,6889.0,1627.0,114.0,4422.0,0.0,726.0
22925,1,0,2009,12,420.0,101.0,34.91,9.83,34.39,0.0,21.87,24.0,1.0,7764.0,1736.0,1960.0,2540.0,0.0,1528.0
22926,1,0,2010,4,420.0,64.0,29.73,4.11,15.81,0.0,14.36,1.0,0.0,3296.0,1557.0,178.0,588.0,0.0,973.0
22928,1,0,2010,5,420.0,106.0,36.24,4.05,45.91,0.0,19.81,9.0,3.0,5918.0,1942.0,299.0,2542.0,0.0,1135.0
22929,1,0,2010,6,420.0,118.0,33.50,7.22,38.33,0.0,38.94,5.0,0.0,6321.0,1663.0,444.0,1429.0,0.0,2785.0
22936,1,0,2011,4,420.0,166.0,50.18,10.46,67.73,0.0,37.64,7.0,0.0,9374.0,2813.0,950.0,2557.0,0.0,3054.0
22940,1,0,2012,5,420.0,75.0,28.28,7.29,18.83,0.0,20.60,3.0,4.0,4376.0,1476.0,672.0,597.0,0.0,1631.0
22943,1,0,2013,5,420.0,99.0,31.26,10.28,14.62,0.0,42.84,3.0,0.0,6093.0,1472.0,1094.0,743.0,0.0,2784.0
23002,1,0,2013,12,4199.0,940.0,218.76,34.84,331.17,0.21,355.02,85.0,5.0,53945.0,15644.0,2916.0,12894.0,6.0,22485.0
23009,1,0,2011,2,4195.0,996.0,182.57,26.68,469.14,0.5,317.11,424.0,16.0,58846.0,11552.0,2131.0,23489.0,59.0,21615.0
23014,1,0,2014,8,4194.0,1447.0,220.34,33.53,690.70,0.76,501.68,27.0,19.0,93401.0,17521.0,2755.0,36644.0,40.0,36441.0
23015,1,0,2017,9,4194.0,409.0,143.46,7.08,128.88,1.76,127.83,48.0,27.0,21871.0,8480.0,238.0,3678.0,100.0,9375.0
23023,1,0,2005,10,419.0,40.0,17.23,0.51,6.03,0.0,16.23,8.0,0.0,2056.0,922.0,35.0,287.0,0.0,812.0
23027,1,0,2006,4,419.0,74.0,27.40,5.32,12.79,0.0,28.49,0.0,0.0,4144.0,1264.0,286.0,535.0,0.0,2059.0
23030,1,0,2006,12,419.0,121.0,30.27,6.9,36.73,0.0,47.10,9.0,2.0,6534.0,1514.0,395.0,1430.0,0.0,3195.0
23038,1,0,2010,10,419.0,90.0,15.61,1.0,69.01,0.0,4.37,9.0,1.0,5702.0,1175.0,107.0,4137.0,0.0,283.0
23051,1,0,2014,8,419.0,110.0,39.92,7.83,34.35,0.0,27.91,6.0,1.0,5609.0,2023.0,394.0,1278.0,0.0,1914.0
23055,1,0,2015,7,419.0,69.0,29.61,4.24,12.06,0.42,22.67,0.0,2.0,3681.0,1467.0,375.0,480.0,16.0,1343.0
23057,1,0,2015,8,419.0,81.0,39.29,2.81,14.47,0.0,24.43,1.0,1.0,3927.0,1914.0,169.0,536.0,0.0,1308.0
23070,1,0,2012,10,4187.0,1235.0,277.08,10.51,529.14,0.72,417.55,115.0,14.0,68368.0,17501.0,562.0,24126.0,13.0,26166.0
